"iso_2","iso_3","country","continent","year","tax","variable","value"
"AT","AUT","Austria","EU","2011","5000 Consumption","% of Total Revenue",28.901
"AT","AUT","Austria","EU","2012","5000 Consumption","% of GDP",11.996
"AT","AUT","Austria","EU","2012","5000 Consumption","% of Total Revenue",28.722
"AT","AUT","Austria","EU","2013","5000 Consumption","% of GDP",11.948
"AT","AUT","Austria","EU","2013","5000 Consumption","% of Total Revenue",28.024
"AT","AUT","Austria","EU","2014","5000 Consumption","% of GDP",11.902
"AT","AUT","Austria","EU","2014","5000 Consumption","% of Total Revenue",27.873
"AT","AUT","Austria","EU","2015","5000 Consumption","% of GDP",11.928
"AT","AUT","Austria","EU","2015","5000 Consumption","% of Total Revenue",27.658
"AT","AUT","Austria","EU","2016","5000 Consumption","% of GDP",11.924
"AT","AUT","Austria","EU","2016","5000 Consumption","% of Total Revenue",28.535
"AT","AUT","Austria","EU","2017","5000 Consumption","% of GDP",11.879
"AT","AUT","Austria","EU","2017","5000 Consumption","% of Total Revenue",28.449
"AT","AUT","Austria","EU","2018","5000 Consumption","% of GDP",11.704
"AT","AUT","Austria","EU","2018","5000 Consumption","% of Total Revenue",27.726
"AT","AUT","Austria","EU","2019","5000 Consumption","% of GDP",11.688
"AT","AUT","Austria","EU","2019","5000 Consumption","% of Total Revenue",27.538
"AT","AUT","Austria","EU","2000","5111 VAT","% of GDP",7.892
"AT","AUT","Austria","EU","2000","5111 VAT","% of Total Revenue",18.663
"AT","AUT","Austria","EU","2001","5111 VAT","% of GDP",7.828
"AT","AUT","Austria","EU","2001","5111 VAT","% of Total Revenue",17.838
"AT","AUT","Austria","EU","2002","5111 VAT","% of GDP",7.927
"AT","AUT","Austria","EU","2002","5111 VAT","% of Total Revenue",18.565
"AT","AUT","Austria","EU","2003","5111 VAT","% of GDP",7.722
"AT","AUT","Austria","EU","2003","5111 VAT","% of Total Revenue",18.208
"AT","AUT","Austria","EU","2004","5111 VAT","% of GDP",7.669
"AT","AUT","Austria","EU","2004","5111 VAT","% of Total Revenue",18.278
"AT","AUT","Austria","EU","2005","5111 VAT","% of GDP",7.644
"AT","AUT","Austria","EU","2005","5111 VAT","% of Total Revenue",18.638
"AT","AUT","Austria","EU","2006","5111 VAT","% of GDP",7.359
"AT","AUT","Austria","EU","2006","5111 VAT","% of Total Revenue",18.213
"AT","AUT","Austria","EU","2007","5111 VAT","% of GDP",7.374
"AT","AUT","Austria","EU","2007","5111 VAT","% of Total Revenue",18.186
"AT","AUT","Austria","EU","2008","5111 VAT","% of GDP",7.457
"AT","AUT","Austria","EU","2008","5111 VAT","% of Total Revenue",18.017
"AT","AUT","Austria","EU","2009","5111 VAT","% of GDP",7.7
"AT","AUT","Austria","EU","2009","5111 VAT","% of Total Revenue",18.789
"AT","AUT","Austria","EU","2010","5111 VAT","% of Total Revenue",18.739
"AT","AUT","Austria","EU","2010","5111 VAT","% of GDP",7.675
"AT","AUT","Austria","EU","2011","5111 VAT","% of Total Revenue",18.385
"AT","AUT","Austria","EU","2011","5111 VAT","% of GDP",7.56
"AT","AUT","Austria","EU","2012","5111 VAT","% of Total Revenue",18.442
"AT","AUT","Austria","EU","2012","5111 VAT","% of GDP",7.702
"AT","AUT","Austria","EU","2013","5111 VAT","% of Total Revenue",18.045
"AT","AUT","Austria","EU","2013","5111 VAT","% of GDP",7.693
"AT","AUT","Austria","EU","2014","5111 VAT","% of Total Revenue",17.862
"AT","AUT","Austria","EU","2014","5111 VAT","% of GDP",7.627
"AT","AUT","Austria","EU","2015","5111 VAT","% of Total Revenue",17.702
"AT","AUT","Austria","EU","2015","5111 VAT","% of GDP",7.634
"AT","AUT","Austria","EU","2016","5111 VAT","% of Total Revenue",18.289
"AT","AUT","Austria","EU","2016","5111 VAT","% of GDP",7.643
"AT","AUT","Austria","EU","2017","5111 VAT","% of Total Revenue",18.31
"AT","AUT","Austria","EU","2017","5111 VAT","% of GDP",7.646
"AT","AUT","Austria","EU","2018","5111 VAT","% of Total Revenue",18.01
"AT","AUT","Austria","EU","2018","5111 VAT","% of GDP",7.602
"AT","AUT","Austria","EU","2019","5111 VAT","% of Total Revenue",17.992
"AT","AUT","Austria","EU","2019","5111 VAT","% of GDP",7.637
"AT","AUT","Austria","EU","2000","5112 Sales","% of GDP",0
"AT","AUT","Austria","EU","2000","5112 Sales","% of Total Revenue",0
"AT","AUT","Austria","EU","2001","5112 Sales","% of GDP",0
"AT","AUT","Austria","EU","2001","5112 Sales","% of Total Revenue",0
"AT","AUT","Austria","EU","2002","5112 Sales","% of GDP",0
"AT","AUT","Austria","EU","2002","5112 Sales","% of Total Revenue",0
"AT","AUT","Austria","EU","2003","5112 Sales","% of GDP",0
"AT","AUT","Austria","EU","2003","5112 Sales","% of Total Revenue",0
"AT","AUT","Austria","EU","2004","5112 Sales","% of GDP",0
"AT","AUT","Austria","EU","2004","5112 Sales","% of Total Revenue",0
"AT","AUT","Austria","EU","2005","5112 Sales","% of GDP",0
"AT","AUT","Austria","EU","2005","5112 Sales","% of Total Revenue",0
"AT","AUT","Austria","EU","2006","5112 Sales","% of GDP",0
"AT","AUT","Austria","EU","2006","5112 Sales","% of Total Revenue",0
"AT","AUT","Austria","EU","2007","5112 Sales","% of Total Revenue",0
"AT","AUT","Austria","EU","2007","5112 Sales","% of GDP",0
"AT","AUT","Austria","EU","2008","5112 Sales","% of GDP",0
"AT","AUT","Austria","EU","2008","5112 Sales","% of Total Revenue",0
"AT","AUT","Austria","EU","2009","5112 Sales","% of GDP",0
"AT","AUT","Austria","EU","2009","5112 Sales","% of Total Revenue",0
"AT","AUT","Austria","EU","2010","5112 Sales","% of GDP",0
"AT","AUT","Austria","EU","2010","5112 Sales","% of Total Revenue",0
"AT","AUT","Austria","EU","2011","5112 Sales","% of GDP",0
"AT","AUT","Austria","EU","2011","5112 Sales","% of Total Revenue",0
"AT","AUT","Austria","EU","2012","5112 Sales","% of GDP",0
"AT","AUT","Austria","EU","2012","5112 Sales","% of Total Revenue",0
"AT","AUT","Austria","EU","2013","5112 Sales","% of GDP",0
"AT","AUT","Austria","EU","2013","5112 Sales","% of Total Revenue",0
"AT","AUT","Austria","EU","2014","5112 Sales","% of GDP",0
"AT","AUT","Austria","EU","2014","5112 Sales","% of Total Revenue",0
"AT","AUT","Austria","EU","2015","5112 Sales","% of GDP",0
"AT","AUT","Austria","EU","2015","5112 Sales","% of Total Revenue",0
"AT","AUT","Austria","EU","2016","5112 Sales","% of Total Revenue",0
"AT","AUT","Austria","EU","2016","5112 Sales","% of GDP",0
"AT","AUT","Austria","EU","2017","5112 Sales","% of Total Revenue",0
"AT","AUT","Austria","EU","2017","5112 Sales","% of GDP",0
"AT","AUT","Austria","EU","2018","5112 Sales","% of Total Revenue",0
"AT","AUT","Austria","EU","2018","5112 Sales","% of GDP",0
"AT","AUT","Austria","EU","2019","5112 Sales","% of Total Revenue",0
"AT","AUT","Austria","EU","2019","5112 Sales","% of GDP",0
"AT","AUT","Austria","EU","2000","5121 Excise","% of GDP",2.568
"AT","AUT","Austria","EU","2000","5121 Excise","% of Total Revenue",6.072
"AT","AUT","Austria","EU","2001","5121 Excise","% of GDP",2.597
"AT","AUT","Austria","EU","2001","5121 Excise","% of Total Revenue",5.918
"AT","AUT","Austria","EU","2002","5121 Excise","% of GDP",2.617
"AT","AUT","Austria","EU","2002","5121 Excise","% of Total Revenue",6.13
"AT","AUT","Austria","EU","2003","5121 Excise","% of GDP",2.682
"AT","AUT","Austria","EU","2003","5121 Excise","% of Total Revenue",6.325
"AT","AUT","Austria","EU","2004","5121 Excise","% of GDP",2.696
"AT","AUT","Austria","EU","2004","5121 Excise","% of Total Revenue",6.427
"AT","AUT","Austria","EU","2005","5121 Excise","% of GDP",2.592
"AT","AUT","Austria","EU","2005","5121 Excise","% of Total Revenue",6.32
"AT","AUT","Austria","EU","2006","5121 Excise","% of GDP",2.43
"AT","AUT","Austria","EU","2006","5121 Excise","% of Total Revenue",6.014
"AT","AUT","Austria","EU","2007","5121 Excise","% of GDP",2.381
"AT","AUT","Austria","EU","2007","5121 Excise","% of Total Revenue",5.871
"AT","AUT","Austria","EU","2008","5121 Excise","% of GDP",2.337
"AT","AUT","Austria","EU","2008","5121 Excise","% of Total Revenue",5.647
"AT","AUT","Austria","EU","2009","5121 Excise","% of GDP",2.331
"AT","AUT","Austria","EU","2009","5121 Excise","% of Total Revenue",5.688
"AT","AUT","Austria","EU","2010","5121 Excise","% of GDP",2.339
"AT","AUT","Austria","EU","2010","5121 Excise","% of Total Revenue",5.711
"AT","AUT","Austria","EU","2011","5121 Excise","% of GDP",2.409
"AT","AUT","Austria","EU","2011","5121 Excise","% of Total Revenue",5.86
"AT","AUT","Austria","EU","2012","5121 Excise","% of GDP",2.373
"AT","AUT","Austria","EU","2012","5121 Excise","% of Total Revenue",5.682
"AT","AUT","Austria","EU","2013","5121 Excise","% of GDP",2.346
"AT","AUT","Austria","EU","2013","5121 Excise","% of Total Revenue",5.502
"AT","AUT","Austria","EU","2014","5121 Excise","% of GDP",2.263
"AT","AUT","Austria","EU","2014","5121 Excise","% of Total Revenue",5.3
"AT","AUT","Austria","EU","2015","5121 Excise","% of GDP",2.251
"AT","AUT","Austria","EU","2015","5121 Excise","% of Total Revenue",5.219
"AT","AUT","Austria","EU","2016","5121 Excise","% of GDP",2.217
"AT","AUT","Austria","EU","2016","5121 Excise","% of Total Revenue",5.305
"AT","AUT","Austria","EU","2017","5121 Excise","% of GDP",2.234
"AT","AUT","Austria","EU","2017","5121 Excise","% of Total Revenue",5.35
"AT","AUT","Austria","EU","2018","5121 Excise","% of GDP",2.125
"AT","AUT","Austria","EU","2018","5121 Excise","% of Total Revenue",5.034
"AT","AUT","Austria","EU","2019","5121 Excise","% of GDP",2.061
"AT","AUT","Austria","EU","2019","5121 Excise","% of Total Revenue",4.856
"BE","BEL","Belgium","EU","2000","5000 Consumption","% of GDP",11.345
"BE","BEL","Belgium","EU","2000","5000 Consumption","% of Total Revenue",25.872
"BE","BEL","Belgium","EU","2001","5000 Consumption","% of GDP",10.911
"BE","BEL","Belgium","EU","2001","5000 Consumption","% of Total Revenue",24.973
"BE","BEL","Belgium","EU","2002","5000 Consumption","% of GDP",11.008
"BE","BEL","Belgium","EU","2002","5000 Consumption","% of Total Revenue",25.069
"BE","BEL","Belgium","EU","2003","5000 Consumption","% of GDP",10.966
"BE","BEL","Belgium","EU","2003","5000 Consumption","% of Total Revenue",25.301
"BE","BEL","Belgium","EU","2004","5000 Consumption","% of GDP",11.166
"BE","BEL","Belgium","EU","2004","5000 Consumption","% of Total Revenue",25.686
"BE","BEL","Belgium","EU","2005","5000 Consumption","% of GDP",11.244
"BE","BEL","Belgium","EU","2005","5000 Consumption","% of Total Revenue",25.933
"BE","BEL","Belgium","EU","2006","5000 Consumption","% of GDP",11.18
"BE","BEL","Belgium","EU","2006","5000 Consumption","% of Total Revenue",25.869
"BE","BEL","Belgium","EU","2007","5000 Consumption","% of GDP",11.113
"BE","BEL","Belgium","EU","2007","5000 Consumption","% of Total Revenue",25.892
"BE","BEL","Belgium","EU","2008","5000 Consumption","% of GDP",11.034
"BE","BEL","Belgium","EU","2008","5000 Consumption","% of Total Revenue",25.311
"BE","BEL","Belgium","EU","2009","5000 Consumption","% of GDP",10.974
"BE","BEL","Belgium","EU","2009","5000 Consumption","% of Total Revenue",25.7
"BE","BEL","Belgium","EU","2010","5000 Consumption","% of GDP",11.199
"BE","BEL","Belgium","EU","2010","5000 Consumption","% of Total Revenue",26.116
"BE","BEL","Belgium","EU","2011","5000 Consumption","% of GDP",11.136
"BE","BEL","Belgium","EU","2011","5000 Consumption","% of Total Revenue",25.596
"BE","BEL","Belgium","EU","2012","5000 Consumption","% of GDP",11.425
"BE","BEL","Belgium","EU","2012","5000 Consumption","% of Total Revenue",25.772
"BE","BEL","Belgium","EU","2013","5000 Consumption","% of GDP",11.207
"BE","BEL","Belgium","EU","2013","5000 Consumption","% of Total Revenue",24.884
"BE","BEL","Belgium","EU","2014","5000 Consumption","% of GDP",11.021
"BE","BEL","Belgium","EU","2014","5000 Consumption","% of Total Revenue",24.624
"BE","BEL","Belgium","EU","2015","5000 Consumption","% of GDP",10.855
"BE","BEL","Belgium","EU","2015","5000 Consumption","% of Total Revenue",24.598
"BE","BEL","Belgium","EU","2016","5000 Consumption","% of GDP",10.974
"BE","BEL","Belgium","EU","2016","5000 Consumption","% of Total Revenue",25.331
"BE","BEL","Belgium","EU","2017","5000 Consumption","% of GDP",10.961
"BE","BEL","Belgium","EU","2017","5000 Consumption","% of Total Revenue",25.027
"BE","BEL","Belgium","EU","2018","5000 Consumption","% of GDP",11.07
"BE","BEL","Belgium","EU","2018","5000 Consumption","% of Total Revenue",25.189
"BE","BEL","Belgium","EU","2019","5000 Consumption","% of GDP",11.021
"BE","BEL","Belgium","EU","2019","5000 Consumption","% of Total Revenue",25.681
"BE","BEL","Belgium","EU","2000","5111 VAT","% of GDP",7.065
"BE","BEL","Belgium","EU","2000","5111 VAT","% of Total Revenue",16.113
"BE","BEL","Belgium","EU","2001","5111 VAT","% of GDP",6.721
"BE","BEL","Belgium","EU","2001","5111 VAT","% of Total Revenue",15.384
"BE","BEL","Belgium","EU","2002","5111 VAT","% of GDP",6.796
"BE","BEL","Belgium","EU","2002","5111 VAT","% of Total Revenue",15.476
"BE","BEL","Belgium","EU","2003","5111 VAT","% of GDP",6.665
"BE","BEL","Belgium","EU","2003","5111 VAT","% of Total Revenue",15.378
"BE","BEL","Belgium","EU","2004","5111 VAT","% of GDP",6.778
"BE","BEL","Belgium","EU","2004","5111 VAT","% of Total Revenue",15.592
"BE","BEL","Belgium","EU","2005","5111 VAT","% of GDP",6.883
"BE","BEL","Belgium","EU","2005","5111 VAT","% of Total Revenue",15.875
"BE","BEL","Belgium","EU","2006","5111 VAT","% of GDP",6.933
"BE","BEL","Belgium","EU","2006","5111 VAT","% of Total Revenue",16.041
"BE","BEL","Belgium","EU","2007","5111 VAT","% of GDP",6.945
"BE","BEL","Belgium","EU","2007","5111 VAT","% of Total Revenue",16.181
"BE","BEL","Belgium","EU","2008","5111 VAT","% of GDP",6.852
"BE","BEL","Belgium","EU","2008","5111 VAT","% of Total Revenue",15.717
"BE","BEL","Belgium","EU","2009","5111 VAT","% of GDP",6.805
