"iso_2","iso_3","country","continent","year","tax","variable","value"
"AT","AUT","Austria","EU","2016","5111 VAT","% of Total Revenue",18.289
"AT","AUT","Austria","EU","2016","5121 Excise","% of Total Revenue",5.305
"AT","AUT","Austria","EU","2019","5121 Excise","% of Total Revenue",4.856
"BE","BEL","Belgium","EU","2018","5111 VAT","% of GDP",6.758
"BE","BEL","Belgium","EU","2019","5000 Consumption","% of Total Revenue",25.681
"BE","BEL","Belgium","EU","2017","5111 VAT","% of GDP",6.674
"BE","BEL","Belgium","EU","2019","5111 VAT","% of GDP",6.701
"BE","BEL","Belgium","EU","2017","5000 Consumption","% of GDP",10.961
"BE","BEL","Belgium","EU","2016","5111 VAT","% of GDP",6.682
"BE","BEL","Belgium","EU","2018","5111 VAT","% of Total Revenue",15.376
"BE","BEL","Belgium","EU","2016","5000 Consumption","% of GDP",10.974
"BE","BEL","Belgium","EU","2016","5000 Consumption","% of Total Revenue",25.331
"BE","BEL","Belgium","EU","2018","5000 Consumption","% of GDP",11.07
"BE","BEL","Belgium","EU","2018","5000 Consumption","% of Total Revenue",25.189
"BE","BEL","Belgium","EU","2019","5111 VAT","% of Total Revenue",15.615
"BE","BEL","Belgium","EU","2017","5121 Excise","% of GDP",2.221
"BE","BEL","Belgium","EU","2017","5000 Consumption","% of Total Revenue",25.027
"BE","BEL","Belgium","EU","2017","5111 VAT","% of Total Revenue",15.239
"BE","BEL","Belgium","EU","2019","5000 Consumption","% of GDP",11.021
"BE","BEL","Belgium","EU","2016","5112 Sales","% of Total Revenue",0.126
"BE","BEL","Belgium","EU","2018","5121 Excise","% of GDP",2.204
"BE","BEL","Belgium","EU","2019","5121 Excise","% of GDP",2.109
"BE","BEL","Belgium","EU","2016","5121 Excise","% of GDP",2.195
"BE","BEL","Belgium","EU","2016","5112 Sales","% of GDP",0.055
"BE","BEL","Belgium","EU","2017","5112 Sales","% of GDP",0.044
"BE","BEL","Belgium","EU","2016","5111 VAT","% of Total Revenue",15.425
"BE","BEL","Belgium","EU","2016","5121 Excise","% of Total Revenue",5.066
"BE","BEL","Belgium","EU","2017","5121 Excise","% of Total Revenue",5.072
"BE","BEL","Belgium","EU","2018","5121 Excise","% of Total Revenue",5.015
"BE","BEL","Belgium","EU","2019","5121 Excise","% of Total Revenue",4.913
"BE","BEL","Belgium","EU","2017","5112 Sales","% of Total Revenue",0.099
"BE","BEL","Belgium","EU","2018","5112 Sales","% of Total Revenue",0.114
"BE","BEL","Belgium","EU","2019","5112 Sales","% of Total Revenue",0.185
"BE","BEL","Belgium","EU","2018","5112 Sales","% of GDP",0.05
"BE","BEL","Belgium","EU","2019","5112 Sales","% of GDP",0.079
"CA","CAN","Canada","NO","2016","5121 Excise","% of GDP",1.289
"CA","CAN","Canada","NO","2016","5121 Excise","% of Total Revenue",3.876
"CA","CAN","Canada","NO","2016","5000 Consumption","% of GDP",7.642
"CA","CAN","Canada","NO","2019","5111 VAT","% of Total Revenue",13.44
"CA","CAN","Canada","NO","2017","5121 Excise","% of Total Revenue",3.856
"CA","CAN","Canada","NO","2016","5000 Consumption","% of Total Revenue",22.978
"CA","CAN","Canada","NO","2017","5000 Consumption","% of GDP",7.741
"CA","CAN","Canada","NO","2019","5000 Consumption","% of GDP",7.677
"CA","CAN","Canada","NO","2017","5112 Sales","% of Total Revenue",0.543
"CA","CAN","Canada","NO","2018","5121 Excise","% of Total Revenue",3.796
"CA","CAN","Canada","NO","2019","5121 Excise","% of Total Revenue",3.741
"CA","CAN","Canada","NO","2016","5112 Sales","% of GDP",0.157
"CA","CAN","Canada","NO","2017","5112 Sales","% of GDP",0.18
"CA","CAN","Canada","NO","2018","5112 Sales","% of GDP",0.198
"CA","CAN","Canada","NO","2019","5112 Sales","% of GDP",0.212
"CA","CAN","Canada","NO","2017","5111 VAT","% of Total Revenue",13.546
"CA","CAN","Canada","NO","2016","5111 VAT","% of GDP",4.46
"CA","CAN","Canada","NO","2017","5111 VAT","% of GDP",4.486
"CA","CAN","Canada","NO","2018","5111 VAT","% of GDP",4.522
"CA","CAN","Canada","NO","2018","5000 Consumption","% of GDP",7.805
"CA","CAN","Canada","NO","2019","5000 Consumption","% of Total Revenue",22.949
"CA","CAN","Canada","NO","2016","5112 Sales","% of Total Revenue",0.472
"CA","CAN","Canada","NO","2018","5112 Sales","% of Total Revenue",0.595
"CA","CAN","Canada","NO","2019","5112 Sales","% of Total Revenue",0.635
"CA","CAN","Canada","NO","2019","5111 VAT","% of GDP",4.496
"CA","CAN","Canada","NO","2018","5111 VAT","% of Total Revenue",13.614
"CA","CAN","Canada","NO","2017","5121 Excise","% of GDP",1.277
"CA","CAN","Canada","NO","2016","5111 VAT","% of Total Revenue",13.411
"CA","CAN","Canada","NO","2018","5000 Consumption","% of Total Revenue",23.497
"CA","CAN","Canada","NO","2019","5121 Excise","% of GDP",1.252
"CA","CAN","Canada","NO","2018","5121 Excise","% of GDP",1.261
"CA","CAN","Canada","NO","2017","5000 Consumption","% of Total Revenue",23.376
"CH","CHE","Switzerland","EU","2016","5000 Consumption","% of GDP",5.929
"CH","CHE","Switzerland","EU","2016","5112 Sales","% of GDP",0.053
"CH","CHE","Switzerland","EU","2017","5112 Sales","% of Total Revenue",0.208
"CH","CHE","Switzerland","EU","2018","5112 Sales","% of Total Revenue",0.206
"CH","CHE","Switzerland","EU","2018","5121 Excise","% of GDP",1.224
"CH","CHE","Switzerland","EU","2016","5112 Sales","% of Total Revenue",0.19
"CH","CHE","Switzerland","EU","2017","5000 Consumption","% of Total Revenue",21.12
"CH","CHE","Switzerland","EU","2018","5000 Consumption","% of Total Revenue",20.815
"CH","CHE","Switzerland","EU","2019","5112 Sales","% of Total Revenue",0.207
"CH","CHE","Switzerland","EU","2016","5000 Consumption","% of Total Revenue",21.433
"CH","CHE","Switzerland","EU","2017","5121 Excise","% of GDP",1.209
"CH","CHE","Switzerland","EU","2016","5111 VAT","% of GDP",3.376
"CH","CHE","Switzerland","EU","2017","5111 VAT","% of GDP",3.416
"CH","CHE","Switzerland","EU","2016","5121 Excise","% of GDP",1.219
"CH","CHE","Switzerland","EU","2019","5111 VAT","% of GDP",3.359
"CH","CHE","Switzerland","EU","2019","5121 Excise","% of GDP",1.254
"CH","CHE","Switzerland","EU","2016","5121 Excise","% of Total Revenue",4.408
"CH","CHE","Switzerland","EU","2018","5111 VAT","% of GDP",3.278
"CH","CHE","Switzerland","EU","2017","5000 Consumption","% of GDP",6.001
"CH","CHE","Switzerland","EU","2017","5112 Sales","% of GDP",0.059
"CH","CHE","Switzerland","EU","2018","5111 VAT","% of Total Revenue",11.688
"CH","CHE","Switzerland","EU","2019","5111 VAT","% of Total Revenue",11.772
"CH","CHE","Switzerland","EU","2016","5111 VAT","% of Total Revenue",12.204
"CH","CHE","Switzerland","EU","2017","5111 VAT","% of Total Revenue",12.021
"CH","CHE","Switzerland","EU","2018","5112 Sales","% of GDP",0.058
"CH","CHE","Switzerland","EU","2019","5121 Excise","% of Total Revenue",4.397
"CH","CHE","Switzerland","EU","2019","5000 Consumption","% of Total Revenue",20.953
"CH","CHE","Switzerland","EU","2017","5121 Excise","% of Total Revenue",4.254
"CH","CHE","Switzerland","EU","2019","5112 Sales","% of GDP",0.059
"CH","CHE","Switzerland","EU","2019","5000 Consumption","% of GDP",5.978
"CH","CHE","Switzerland","EU","2018","5121 Excise","% of Total Revenue",4.365
"CH","CHE","Switzerland","EU","2018","5000 Consumption","% of GDP",5.838
"CL","CHL","Chile","SA","2016","5000 Consumption","% of Total Revenue",54.584
"CL","CHL","Chile","SA","2018","5111 VAT","% of GDP",8.476
"CL","CHL","Chile","SA","2017","5000 Consumption","% of Total Revenue",54.8
"CL","CHL","Chile","SA","2016","5111 VAT","% of GDP",8.301
"CL","CHL","Chile","SA","2017","5111 VAT","% of GDP",8.383
"CL","CHL","Chile","SA","2016","5112 Sales","% of Total Revenue",0
"CL","CHL","Chile","SA","2017","5111 VAT","% of Total Revenue",41.584
"CL","CHL","Chile","SA","2018","5111 VAT","% of Total Revenue",40.213
"CL","CHL","Chile","SA","2019","5111 VAT","% of Total Revenue",39.883
"CL","CHL","Chile","SA","2017","5112 Sales","% of Total Revenue",0
"CL","CHL","Chile","SA","2018","5000 Consumption","% of Total Revenue",53.257
"CL","CHL","Chile","SA","2019","5000 Consumption","% of Total Revenue",53.059
"CL","CHL","Chile","SA","2019","5111 VAT","% of GDP",8.239
"CL","CHL","Chile","SA","2016","5112 Sales","% of GDP",0
"CL","CHL","Chile","SA","2017","5112 Sales","% of GDP",0
"CL","CHL","Chile","SA","2018","5112 Sales","% of GDP",0
"CL","CHL","Chile","SA","2017","5121 Excise","% of GDP",1.492
"CL","CHL","Chile","SA","2016","5111 VAT","% of Total Revenue",41.234
"CL","CHL","Chile","SA","2016","5121 Excise","% of Total Revenue",7.527
"CL","CHL","Chile","SA","2017","5121 Excise","% of Total Revenue",7.403
"CL","CHL","Chile","SA","2016","5121 Excise","% of GDP",1.515
"CL","CHL","Chile","SA","2019","5121 Excise","% of Total Revenue",6.983
"CL","CHL","Chile","SA","2018","5121 Excise","% of GDP",1.462
"CL","CHL","Chile","SA","2018","5112 Sales","% of Total Revenue",0
"CL","CHL","Chile","SA","2019","5112 Sales","% of Total Revenue",0
"CL","CHL","Chile","SA","2016","5000 Consumption","% of GDP",10.989
"CL","CHL","Chile","SA","2017","5000 Consumption","% of GDP",11.048
"CL","CHL","Chile","SA","2018","5000 Consumption","% of GDP",11.225
"CL","CHL","Chile","SA","2019","5000 Consumption","% of GDP",10.96
"CL","CHL","Chile","SA","2019","5112 Sales","% of GDP",0
"CL","CHL","Chile","SA","2019","5121 Excise","% of GDP",1.442
"CL","CHL","Chile","SA","2018","5121 Excise","% of Total Revenue",6.936
"CO","COL","Colombia","SA","2016","5000 Consumption","% of GDP",7.752
"CO","COL","Colombia","SA","2017","5000 Consumption","% of GDP",8.189
"CO","COL","Colombia","SA","2018","5000 Consumption","% of GDP",8.257
"CO","COL","Colombia","SA","2019","5000 Consumption","% of GDP",8.45
"CO","COL","Colombia","SA","2016","5111 VAT","% of GDP",4.848
"CO","COL","Colombia","SA","2017","5111 VAT","% of GDP",5.499
"CO","COL","Colombia","SA","2018","5111 VAT","% of GDP",5.668
"CO","COL","Colombia","SA","2019","5111 VAT","% of GDP",5.83
"CO","COL","Colombia","SA","2016","5112 Sales","% of GDP",0.866
"CO","COL","Colombia","SA","2017","5112 Sales","% of GDP",0.863
"CO","COL","Colombia","SA","2018","5112 Sales","% of GDP",0.856
"CO","COL","Colombia","SA","2019","5112 Sales","% of GDP",0.875
"CO","COL","Colombia","SA","2016","5121 Excise","% of GDP",1.426
"CO","COL","Colombia","SA","2017","5121 Excise","% of GDP",1.262
"CO","COL","Colombia","SA","2018","5121 Excise","% of GDP",1.223
"CO","COL","Colombia","SA","2019","5121 Excise","% of GDP",1.223
"CO","COL","Colombia","SA","2016","5000 Consumption","% of Total Revenue",40.633
"CO","COL","Colombia","SA","2017","5000 Consumption","% of Total Revenue",43.14
"CO","COL","Colombia","SA","2018","5000 Consumption","% of Total Revenue",42.779
"CO","COL","Colombia","SA","2019","5000 Consumption","% of Total Revenue",42.943
"CO","COL","Colombia","SA","2016","5111 VAT","% of Total Revenue",25.412
"CO","COL","Colombia","SA","2017","5111 VAT","% of Total Revenue",28.969
"CO","COL","Colombia","SA","2018","5111 VAT","% of Total Revenue",29.364
"CO","COL","Colombia","SA","2019","5111 VAT","% of Total Revenue",29.63
"CO","COL","Colombia","SA","2016","5112 Sales","% of Total Revenue",4.537
"CO","COL","Colombia","SA","2017","5112 Sales","% of Total Revenue",4.547
"CO","COL","Colombia","SA","2018","5112 Sales","% of Total Revenue",4.433
"CO","COL","Colombia","SA","2019","5112 Sales","% of Total Revenue",4.448
"CO","COL","Colombia","SA","2016","5121 Excise","% of Total Revenue",7.475
"CO","COL","Colombia","SA","2017","5121 Excise","% of Total Revenue",6.648
"CO","COL","Colombia","SA","2018","5121 Excise","% of Total Revenue",6.338
"CO","COL","Colombia","SA","2019","5121 Excise","% of Total Revenue",6.216
"CZ","CZE","Czechia","EU","2019","5000 Consumption","% of Total Revenue",31.968
"CZ","CZE","Czechia","EU","2016","5112 Sales","% of GDP",0
"CZ","CZE","Czechia","EU","2018","5112 Sales","% of Total Revenue",0
"CZ","CZE","Czechia","EU","2018","5111 VAT","% of GDP",7.553
"CZ","CZE","Czechia","EU","2019","5111 VAT","% of GDP",7.575
"CZ","CZE","Czechia","EU","2017","5112 Sales","% of Total Revenue",0
"CZ","CZE","Czechia","EU","2016","5000 Consumption","% of GDP",11.403
"CZ","CZE","Czechia","EU","2017","5121 Excise","% of Total Revenue",9.324
"CZ","CZE","Czechia","EU","2019","5112 Sales","% of Total Revenue",0
"CZ","CZE","Czechia","EU","2018","5000 Consumption","% of GDP",11.293
"CZ","CZE","Czechia","EU","2019","5000 Consumption","% of GDP",11.165
"CZ","CZE","Czechia","EU","2017","5111 VAT","% of GDP",7.583
"CZ","CZE","Czechia","EU","2018","5121 Excise","% of Total Revenue",8.739
"CZ","CZE","Czechia","EU","2017","5000 Consumption","% of GDP",11.496
"CZ","CZE","Czechia","EU","2017","5112 Sales","% of GDP",0
"CZ","CZE","Czechia","EU","2016","5112 Sales","% of Total Revenue",0
"CZ","CZE","Czechia","EU","2016","5000 Consumption","% of Total Revenue",33.508
"CZ","CZE","Czechia","EU","2016","5111 VAT","% of Total Revenue",21.68
"CZ","CZE","Czechia","EU","2016","5111 VAT","% of GDP",7.378
"CZ","CZE","Czechia","EU","2019","5121 Excise","% of Total Revenue",8.377
"CZ","CZE","Czechia","EU","2016","5121 Excise","% of Total Revenue",9.703
"CZ","CZE","Czechia","EU","2018","5121 Excise","% of GDP",3.058
"CZ","CZE","Czechia","EU","2018","5000 Consumption","% of Total Revenue",32.278
"CZ","CZE","Czechia","EU","2017","5111 VAT","% of Total Revenue",22.019
"CZ","CZE","Czechia","EU","2019","5111 VAT","% of Total Revenue",21.688
"CZ","CZE","Czechia","EU","2017","5121 Excise","% of GDP",3.211
"CZ","CZE","Czechia","EU","2017","5000 Consumption","% of Total Revenue",33.382
"CZ","CZE","Czechia","EU","2019","5121 Excise","% of GDP",2.926
"CZ","CZE","Czechia","EU","2016","5121 Excise","% of GDP",3.302
"CZ","CZE","Czechia","EU","2018","5112 Sales","% of GDP",0
"CZ","CZE","Czechia","EU","2018","5111 VAT","% of Total Revenue",21.588
"CZ","CZE","Czechia","EU","2019","5112 Sales","% of GDP",0
"DE","DEU","Germany","EU","2017","5000 Consumption","% of GDP",10.132
"DE","DEU","Germany","EU","2016","5000 Consumption","% of GDP",10.436
"DE","DEU","Germany","EU","2016","5000 Consumption","% of Total Revenue",27.667
"DE","DEU","Germany","EU","2018","5000 Consumption","% of GDP",10.317
"DE","DEU","Germany","EU","2019","5000 Consumption","% of GDP",10.365
"DE","DEU","Germany","EU","2017","5112 Sales","% of Total Revenue",0
"DE","DEU","Germany","EU","2019","5111 VAT","% of GDP",7.087
"DE","DEU","Germany","EU","2017","5000 Consumption","% of Total Revenue",26.809
"DE","DEU","Germany","EU","2018","5000 Consumption","% of Total Revenue",26.768
"DE","DEU","Germany","EU","2016","5112 Sales","% of Total Revenue",0
"DE","DEU","Germany","EU","2018","5121 Excise","% of GDP",1.97
"DE","DEU","Germany","EU","2018","5112 Sales","% of Total Revenue",0
"DE","DEU","Germany","EU","2019","5112 Sales","% of Total Revenue",0
"DE","DEU","Germany","EU","2017","5111 VAT","% of GDP",6.96
"DE","DEU","Germany","EU","2018","5111 VAT","% of GDP",7.015
"DE","DEU","Germany","EU","2019","5121 Excise","% of GDP",1.919
"DE","DEU","Germany","EU","2016","5111 VAT","% of GDP",6.989
"DE","DEU","Germany","EU","2019","5000 Consumption","% of Total Revenue",26.706
"DE","DEU","Germany","EU","2017","5121 Excise","% of GDP",2.04
"DE","DEU","Germany","EU","2016","5111 VAT","% of Total Revenue",18.529
"DE","DEU","Germany","EU","2017","5111 VAT","% of Total Revenue",18.417
"DE","DEU","Germany","EU","2016","5121 Excise","% of GDP",2.071
"DE","DEU","Germany","EU","2019","5111 VAT","% of Total Revenue",18.26
"DE","DEU","Germany","EU","2017","5112 Sales","% of GDP",0
"DE","DEU","Germany","EU","2016","5121 Excise","% of Total Revenue",5.49
"DE","DEU","Germany","EU","2018","5111 VAT","% of Total Revenue",18.2
"DE","DEU","Germany","EU","2016","5112 Sales","% of GDP",0
"DE","DEU","Germany","EU","2017","5121 Excise","% of Total Revenue",5.398
"DE","DEU","Germany","EU","2018","5112 Sales","% of GDP",0
"DE","DEU","Germany","EU","2019","5112 Sales","% of GDP",0
"DE","DEU","Germany","EU","2018","5121 Excise","% of Total Revenue",5.112
"DE","DEU","Germany","EU","2019","5121 Excise","% of Total Revenue",4.943
"DK","DNK","Denmark","EU","2016","5000 Consumption","% of GDP",14.713
"DK","DNK","Denmark","EU","2019","5000 Consumption","% of Total Revenue",30.472
"DK","DNK","Denmark","EU","2018","5000 Consumption","% of GDP",14.607
"DK","DNK","Denmark","EU","2018","5111 VAT","% of GDP",9.535
"DK","DNK","Denmark","EU","2017","5111 VAT","% of GDP",9.48
"DK","DNK","Denmark","EU","2017","5000 Consumption","% of GDP",14.665
"DK","DNK","Denmark","EU","2017","5000 Consumption","% of Total Revenue",31.985
"DK","DNK","Denmark","EU","2019","5000 Consumption","% of GDP",14.12
"DK","DNK","Denmark","EU","2016","5112 Sales","% of Total Revenue",0
"DK","DNK","Denmark","EU","2016","5000 Consumption","% of Total Revenue",32.341
"DK","DNK","Denmark","EU","2017","5121 Excise","% of Total Revenue",8.075
"DK","DNK","Denmark","EU","2016","5111 VAT","% of GDP",9.325
"DK","DNK","Denmark","EU","2016","5121 Excise","% of GDP",3.883
"DK","DNK","Denmark","EU","2017","5121 Excise","% of GDP",3.702
"DK","DNK","Denmark","EU","2018","5121 Excise","% of GDP",3.559
"DK","DNK","Denmark","EU","2018","5000 Consumption","% of Total Revenue",32.933
"DK","DNK","Denmark","EU","2017","5112 Sales","% of Total Revenue",0
"DK","DNK","Denmark","EU","2019","5111 VAT","% of GDP",9.408
"DK","DNK","Denmark","EU","2019","5121 Excise","% of Total Revenue",7.055
"DK","DNK","Denmark","EU","2019","5121 Excise","% of GDP",3.269
"DK","DNK","Denmark","EU","2016","5111 VAT","% of Total Revenue",20.497
"DK","DNK","Denmark","EU","2018","5121 Excise","% of Total Revenue",8.025
"DK","DNK","Denmark","EU","2018","5112 Sales","% of Total Revenue",0
"DK","DNK","Denmark","EU","2016","5121 Excise","% of Total Revenue",8.534
"DK","DNK","Denmark","EU","2019","5111 VAT","% of Total Revenue",20.303
"DK","DNK","Denmark","EU","2017","5112 Sales","% of GDP",0
"DK","DNK","Denmark","EU","2018","5112 Sales","% of GDP",0
"DK","DNK","Denmark","EU","2018","5111 VAT","% of Total Revenue",21.497
"DK","DNK","Denmark","EU","2016","5112 Sales","% of GDP",0
"DK","DNK","Denmark","EU","2019","5112 Sales","% of GDP",0
"DK","DNK","Denmark","EU","2017","5111 VAT","% of Total Revenue",20.676
"DK","DNK","Denmark","EU","2019","5112 Sales","% of Total Revenue",0
"ES","ESP","Spain","EU","2016","5112 Sales","% of Total Revenue",0.051
"ES","ESP","Spain","EU","2017","5111 VAT","% of Total Revenue",19.211
"ES","ESP","Spain","EU","2018","5111 VAT","% of Total Revenue",19.022
"ES","ESP","Spain","EU","2018","5121 Excise","% of GDP",2.225
"ES","ESP","Spain","EU","2016","5111 VAT","% of Total Revenue",19.174
"ES","ESP","Spain","EU","2017","5112 Sales","% of Total Revenue",0.05
"ES","ESP","Spain","EU","2017","5112 Sales","% of GDP",0.017
"ES","ESP","Spain","EU","2019","5111 VAT","% of Total Revenue",18.772
"ES","ESP","Spain","EU","2017","5121 Excise","% of GDP",2.279
"ES","ESP","Spain","EU","2019","5000 Consumption","% of GDP",10.018
"ES","ESP","Spain","EU","2016","5121 Excise","% of Total Revenue",6.873
"ES","ESP","Spain","EU","2018","5112 Sales","% of GDP",0.016
"ES","ESP","Spain","EU","2019","5112 Sales","% of GDP",0.015
"ES","ESP","Spain","EU","2019","5121 Excise","% of Total Revenue",6.079
"ES","ESP","Spain","EU","2016","5111 VAT","% of GDP",6.442
"ES","ESP","Spain","EU","2017","5121 Excise","% of Total Revenue",6.728
"ES","ESP","Spain","EU","2016","5121 Excise","% of GDP",2.309
"ES","ESP","Spain","EU","2016","5000 Consumption","% of Total Revenue",30.252
"ES","ESP","Spain","EU","2017","5000 Consumption","% of Total Revenue",29.99
"ES","ESP","Spain","EU","2018","5000 Consumption","% of Total Revenue",29.506
"ES","ESP","Spain","EU","2019","5000 Consumption","% of Total Revenue",28.912
"ES","ESP","Spain","EU","2017","5000 Consumption","% of GDP",10.158
"ES","ESP","Spain","EU","2018","5000 Consumption","% of GDP",10.21
"ES","ESP","Spain","EU","2019","5112 Sales","% of Total Revenue",0.045
"ES","ESP","Spain","EU","2019","5121 Excise","% of GDP",2.106
"ES","ESP","Spain","EU","2018","5121 Excise","% of Total Revenue",6.429
"ES","ESP","Spain","EU","2019","5111 VAT","% of GDP",6.504
"ES","ESP","Spain","EU","2017","5111 VAT","% of GDP",6.507
"ES","ESP","Spain","EU","2016","5112 Sales","% of GDP",0.017
"ES","ESP","Spain","EU","2018","5111 VAT","% of GDP",6.582
"ES","ESP","Spain","EU","2018","5112 Sales","% of Total Revenue",0.047
"ES","ESP","Spain","EU","2016","5000 Consumption","% of GDP",10.164
"EE","EST","Estonia","EU","2016","5112 Sales","% of GDP",0
"EE","EST","Estonia","EU","2017","5112 Sales","% of GDP",0
"EE","EST","Estonia","EU","2016","5111 VAT","% of Total Revenue",27.096
"EE","EST","Estonia","EU","2016","5121 Excise","% of Total Revenue",13.682
"EE","EST","Estonia","EU","2018","5112 Sales","% of GDP",0
"EE","EST","Estonia","EU","2016","5111 VAT","% of GDP",9.006
"EE","EST","Estonia","EU","2016","5112 Sales","% of Total Revenue",0
"EE","EST","Estonia","EU","2017","5112 Sales","% of Total Revenue",0
"EE","EST","Estonia","EU","2018","5112 Sales","% of Total Revenue",0
"EE","EST","Estonia","EU","2019","5112 Sales","% of Total Revenue",0
"EE","EST","Estonia","EU","2016","5000 Consumption","% of GDP",14.401
"EE","EST","Estonia","EU","2017","5000 Consumption","% of GDP",13.985
"EE","EST","Estonia","EU","2018","5000 Consumption","% of GDP",13.75
"EE","EST","Estonia","EU","2019","5000 Consumption","% of GDP",14.024
"EE","EST","Estonia","EU","2016","5000 Consumption","% of Total Revenue",43.33
"EE","EST","Estonia","EU","2017","5111 VAT","% of Total Revenue",27.699
"EE","EST","Estonia","EU","2019","5112 Sales","% of GDP",0
"EE","EST","Estonia","EU","2017","5111 VAT","% of GDP",9.006
"EE","EST","Estonia","EU","2019","5111 VAT","% of Total Revenue",26.702
"EE","EST","Estonia","EU","2017","5000 Consumption","% of Total Revenue",43.012
"EE","EST","Estonia","EU","2016","5121 Excise","% of GDP",4.547
"EE","EST","Estonia","EU","2019","5000 Consumption","% of Total Revenue",42.403
"EE","EST","Estonia","EU","2017","5121 Excise","% of Total Revenue",12.76
"EE","EST","Estonia","EU","2018","5111 VAT","% of GDP",8.986
"EE","EST","Estonia","EU","2018","5000 Consumption","% of Total Revenue",41.802
"EE","EST","Estonia","EU","2018","5111 VAT","% of Total Revenue",27.318
"EE","EST","Estonia","EU","2018","5121 Excise","% of Total Revenue",11.862
"EE","EST","Estonia","EU","2019","5111 VAT","% of GDP",8.831
"EE","EST","Estonia","EU","2019","5121 Excise","% of GDP",4.014
"EE","EST","Estonia","EU","2017","5121 Excise","% of GDP",4.149
"EE","EST","Estonia","EU","2018","5121 Excise","% of GDP",3.902
"EE","EST","Estonia","EU","2019","5121 Excise","% of Total Revenue",12.136
